Simulation Stats for User 1 | House 1 Bedroom 1 | Window 20260412_to_20260413
[User 1 | 2026-04-13 04:12] Sleep Phase=LIGHT Temp=19.53°C, Pres=1, HR=60.38bpm, Vib=0.0040g | Phase=DAY | MQTT[L=50, F=OFF, H=OFF]
[User 1 | 2026-04-13 04:13] Sleep Phase=LIGHT Temp=19.52°C, Pres=1, HR=56.73bpm, Vib=0.0052g | Phase=DAY | MQTT[L=50, F=OFF, H=OFF]
[User 1 | 2026-04-13 04:14] Sleep Phase=LIGHT Temp=19.51°C, Pres=1, HR=59.91bpm, Vib=0.0062g | Phase=DAY | MQTT[L=50, F=OFF, H=OFF]
[User 1 | 2026-04-13 04:15] Sleep Phase=LIGHT Temp=19.51°C, Pres=1, HR=58.26bpm, Vib=0.0068g | Phase=DAY | MQTT[L=50, F=OFF, H=OFF]
[User 1 | 2026-04-13 04:16] Sleep Phase=LIGHT Temp=19.50°C, Pres=1, HR=59.62bpm, Vib=0.0070g | Phase=DAY | MQTT[L=50, F=OFF, H=OFF]
[User 1 | 2026-04-13 04:17] Sleep Phase=LIGHT Temp=19.49°C, Pres=1, HR=62.12bpm, Vib=0.0067g | Phase=DAY | MQTT[L=50, F=OFF, H=OFF]
[User 1 | 2026-04-13 04:18] Sleep Phase=LIGHT Temp=19.48°C, Pres=1, HR=60.73bpm, Vib=0.0060g | Phase=DAY | MQTT[L=50, F=OFF, H=OFF]
[User 1 | 2026-04-13 04:19] Sleep Phase=LIGHT Temp=19.47°C, Pres=1, HR=61.90bpm, Vib=0.0050g | Phase=DAY | MQTT[L=50, F=OFF, H=OFF]
[User 1 | 2026-04-13 04:20] Sleep Phase=LIGHT Temp=19.46°C, Pres=1, HR=65.64bpm, Vib=0.0042g | Phase=DAY | MQTT[L=50, F=OFF, H=OFF]
[User 1 | 2026-04-13 04:21] Sleep Phase=LIGHT Temp=19.46°C, Pres=1, HR=60.53bpm, Vib=0.0054g | Phase=DAY | MQTT[L=50, F=OFF, H=OFF]
[User 1 | 2026-04-13 04:22] Sleep Phase=LIGHT Temp=19.45°C, Pres=1, HR=59.41bpm, Vib=0.0063g | Phase=DAY | MQTT[L=50, F=OFF, H=OFF]
[User 1 | 2026-04-13 04:23] Sleep Phase=LIGHT Temp=19.44°C, Pres=1, HR=59.78bpm, Vib=0.0069g | Phase=DAY | MQTT[L=50, F=OFF, H=OFF]
[User 1 | 2026-04-13 04:24] Sleep Phase=LIGHT Temp=19.43°C, Pres=1, HR=65.69bpm, Vib=0.0070g | Phase=DAY | MQTT[L=50, F=OFF, H=OFF]
[User 1 | 2026-04-13 04:25] Sleep Phase=LIGHT Temp=19.42°C, Pres=1, HR=63.37bpm, Vib=0.0066g | Phase=DAY | MQTT[L=50, F=OFF, H=OFF]
[User 1 | 2026-04-13 04:26] Sleep Phase=LIGHT Temp=19.41°C, Pres=1, HR=65.54bpm, Vib=0.0059g | Phase=DAY | MQTT[L=50, F=OFF, H=OFF]
[User 1 | 2026-04-13 04:27] Sleep Phase=LIGHT Temp=19.41°C, Pres=1, HR=62.11bpm, Vib=0.0048g | Phase=DAY | MQTT[L=50, F=OFF, H=OFF]
[User 1 | 2026-04-13 04:28] Sleep Phase=LIGHT Temp=19.40°C, Pres=1, HR=61.89bpm, Vib=0.0044g | Phase=DAY | MQTT[L=50, F=OFF, H=OFF]
[User 1 | 2026-04-13 04:29] Sleep Phase=LIGHT Temp=19.39°C, Pres=1, HR=65.21bpm, Vib=0.0055g | Phase=DAY | MQTT[L=50, F=OFF, H=OFF]
[User 1 | 2026-04-13 04:30] Sleep Phase=LIGHT Temp=19.38°C, Pres=1, HR=59.55bpm, Vib=0.0064g | Phase=DAY | MQTT[L=50, F=OFF, H=OFF]
[User 1 | 2026-04-13 04:31] Sleep Phase=LIGHT Temp=19.37°C, Pres=1, HR=59.68bpm, Vib=0.0069g | Phase=DAY | MQTT[L=50, F=OFF, H=OFF]
[User 1 | 2026-04-13 04:32] Sleep Phase=LIGHT Temp=19.36°C, Pres=1, HR=57.97bpm, Vib=0.0070g | Phase=DAY | MQTT[L=50, F=OFF, H=OFF]
[User 1 | 2026-04-13 04:33] Sleep Phase=LIGHT Temp=19.36°C, Pres=1, HR=63.38bpm, Vib=0.0065g | Phase=DAY | MQTT[L=50, F=OFF, H=OFF]
[User 1 | 2026-04-13 04:34] Sleep Phase=LIGHT Temp=19.35°C, Pres=1, HR=63.69bpm, Vib=0.0057g | Phase=DAY | MQTT[L=50, F=OFF, H=OFF]
[User 1 | 2026-04-13 04:35] Sleep Phase=LIGHT Temp=19.34°C, Pres=1, HR=57.56bpm, Vib=0.0046g | Phase=DAY | MQTT[L=50, F=OFF, H=OFF]
[User 1 | 2026-04-13 04:36] Sleep Phase=LIGHT Temp=19.33°C, Pres=1, HR=58.62bpm, Vib=0.0046g | Phase=DAY | MQTT[L=50, F=OFF, H=OFF]
[User 1 | 2026-04-13 04:37] Sleep Phase=LIGHT Temp=19.32°C, Pres=1, HR=61.75bpm, Vib=0.0057g | Phase=DAY | MQTT[L=50, F=OFF, H=OFF]
[User 1 | 2026-04-13 04:38] Sleep Phase=LIGHT Temp=19.31°C, Pres=1, HR=64.32bpm, Vib=0.0065g | Phase=DAY | MQTT[L=50, F=OFF, H=OFF]
[User 1 | 2026-04-13 04:39] Sleep Phase=LIGHT Temp=19.31°C, Pres=1, HR=59.26bpm, Vib=0.0069g | Phase=DAY | MQTT[L=50, F=OFF, H=OFF]
[User 1 | 2026-04-13 04:40] Sleep Phase=LIGHT Temp=19.30°C, Pres=1, HR=62.11bpm, Vib=0.0069g | Phase=DAY | MQTT[L=50, F=OFF, H=OFF]
[User 1 | 2026-04-13 04:41] Sleep Phase=LIGHT Temp=19.29°C, Pres=1, HR=65.19bpm, Vib=0.0064g | Phase=DAY | MQTT[L=50, F=OFF, H=OFF]
[User 1 | 2026-04-13 04:42] Sleep Phase=LIGHT Temp=19.28°C, Pres=1, HR=61.26bpm, Vib=0.0056g | Phase=DAY | MQTT[L=50, F=OFF, H=OFF]
[User 1 | 2026-04-13 04:43] Sleep Phase=LIGHT Temp=19.27°C, Pres=1, HR=66.23bpm, Vib=0.0045g | Phase=DAY | MQTT[L=50, F=OFF, H=OFF]
[User 1 | 2026-04-13 04:44] Sleep Phase=LIGHT Temp=19.26°C, Pres=1, HR=63.02bpm, Vib=0.0047g | Phase=DAY | MQTT[L=50, F=OFF, H=OFF]
[User 1 | 2026-04-13 04:45] Sleep Phase=LIGHT Temp=19.26°C, Pres=1, HR=63.31bpm, Vib=0.0058g | Phase=DAY | MQTT[L=50, F=OFF, H=OFF]
[User 1 | 2026-04-13 04:46] Sleep Phase=LIGHT Temp=19.25°C, Pres=1, HR=60.19bpm, Vib=0.0066g | Phase=DAY | MQTT[L=50, F=OFF, H=OFF]
[User 1 | 2026-04-13 04:47] Sleep Phase=LIGHT Temp=19.24°C, Pres=1, HR=64.93bpm, Vib=0.0070g | Phase=DAY | MQTT[L=50, F=OFF, H=OFF]
[User 1 | 2026-04-13 04:48] Sleep Phase=LIGHT Temp=19.23°C, Pres=1, HR=63.81bpm, Vib=0.0069g | Phase=DAY | MQTT[L=50, F=OFF, H=OFF]
[User 1 | 2026-04-13 04:49] Sleep Phase=LIGHT Temp=19.22°C, Pres=1, HR=62.43bpm, Vib=0.0063g | Phase=DAY | MQTT[L=50, F=OFF, H=OFF]
[User 1 | 2026-04-13 04:50] Sleep Phase=REM   Temp=19.21°C, Pres=1, HR=72.93bpm, Vib=0.0057g | Phase=DAY | MQTT[L=50, F=OFF, H=OFF]
[User 1 | 2026-04-13 04:51] Sleep Phase=REM   Temp=19.21°C, Pres=1, HR=62.60bpm, Vib=0.0036g | Phase=DAY | MQTT[L=50, F=OFF, H=OFF]
[User 1 | 2026-04-13 04:52] Sleep Phase=REM   Temp=19.20°C, Pres=1, HR=67.33bpm, Vib=0.0049g | Phase=DAY | MQTT[L=50, F=OFF, H=OFF]
[User 1 | 2026-04-13 04:53] Sleep Phase=REM   Temp=19.19°C, Pres=1, HR=68.44bpm, Vib=0.0060g | Phase=DAY | MQTT[L=50, F=OFF, H=OFF]
[User 1 | 2026-04-13 04:54] Sleep Phase=REM   Temp=19.18°C, Pres=1, HR=66.81bpm, Vib=0.0048g | Phase=DAY | MQTT[L=50, F=OFF, H=OFF]
[User 1 | 2026-04-13 04:55] Sleep Phase=REM   Temp=19.17°C, Pres=1, HR=65.90bpm, Vib=0.0037g | Phase=DAY | MQTT[L=50, F=OFF, H=OFF]
[User 1 | 2026-04-13 04:56] Sleep Phase=REM   Temp=19.16°C, Pres=1, HR=67.04bpm, Vib=0.0057g | Phase=DAY | MQTT[L=50, F=OFF, H=OFF]
[User 1 | 2026-04-13 04:57] Sleep Phase=REM   Temp=19.16°C, Pres=1, HR=66.24bpm, Vib=0.0057g | Phase=DAY | MQTT[L=50, F=OFF, H=OFF]
[User 1 | 2026-04-13 04:58] Sleep Phase=REM   Temp=19.15°C, Pres=1, HR=67.63bpm, Vib=0.0036g | Phase=DAY | MQTT[L=50, F=OFF, H=OFF]
[User 1 | 2026-04-13 04:59] Sleep Phase=REM   Temp=19.14°C, Pres=1, HR=71.10bpm, Vib=0.0049g | Phase=DAY | MQTT[L=50, F=OFF, H=OFF]
[User 1 | 2026-04-13 05:00] Sleep Phase=REM   Temp=19.13°C, Pres=1, HR=61.98bpm, Vib=0.0060g | Phase=DAY | MQTT[L=50, F=OFF, H=OFF]
[User 1 | 2026-04-13 05:01] Sleep Phase=REM   Temp=19.12°C, Pres=1, HR=63.28bpm, Vib=0.0048g | Phase=DAY | MQTT[L=50, F=OFF, H=OFF]
[User 1 | 2026-04-13 05:02] Sleep Phase=REM   Temp=19.11°C, Pres=1, HR=74.15bpm, Vib=0.0038g | Phase=DAY | MQTT[L=50, F=OFF, H=OFF]
[User 1 | 2026-04-13 05:03] Sleep Phase=REM   Temp=19.11°C, Pres=1, HR=66.99bpm, Vib=0.0058g | Phase=DAY | MQTT[L=50, F=OFF, H=OFF]
[User 1 | 2026-04-13 05:04] Sleep Phase=REM   Temp=19.10°C, Pres=1, HR=67.68bpm, Vib=0.0056g | Phase=DAY | MQTT[L=50, F=OFF, H=OFF]
[User 1 | 2026-04-13 05:05] Sleep Phase=REM   Temp=19.09°C, Pres=1, HR=71.08bpm, Vib=0.0035g | Phase=DAY | MQTT[L=50, F=OFF, H=OFF]
[User 1 | 2026-04-13 05:06] Sleep Phase=REM   Temp=19.08°C, Pres=1, HR=66.71bpm, Vib=0.0050g | Phase=DAY | MQTT[L=50, F=OFF, H=OFF]
[User 1 | 2026-04-13 05:07] Sleep Phase=REM   Temp=19.07°C, Pres=1, HR=71.85bpm, Vib=0.0060g | Phase=DAY | MQTT[L=50, F=OFF, H=OFF]
[User 1 | 2026-04-13 05:08] Sleep Phase=REM   Temp=19.06°C, Pres=1, HR=73.97bpm, Vib=0.0048g | Phase=DAY | MQTT[L=50, F=OFF, H=OFF]
[User 1 | 2026-04-13 05:09] Sleep Phase=REM   Temp=19.06°C, Pres=1, HR=75.32bpm, Vib=0.0038g | Phase=DAY | MQTT[L=50, F=OFF, H=OFF]
[User 1 | 2026-04-13 05:10] Sleep Phase=REM   Temp=19.05°C, Pres=1, HR=73.27bpm, Vib=0.0058g | Phase=DAY | MQTT[L=50, F=OFF, H=OFF]
[User 1 | 2026-04-13 05:11] Sleep Phase=REM   Temp=19.04°C, Pres=1, HR=69.41bpm, Vib=0.0056g | Phase=DAY | MQTT[L=50, F=OFF, H=OFF]
[User 1 | 2026-04-13 05:12] Sleep Phase=REM   Temp=19.03°C, Pres=1, HR=69.38bpm, Vib=0.0035g | Phase=DAY | MQTT[L=50, F=OFF, H=OFF]
[User 1 | 2026-04-13 05:13] Sleep Phase=REM   Temp=19.02°C, Pres=1, HR=73.39bpm, Vib=0.0050g | Phase=DAY | MQTT[L=50, F=OFF, H=OFF]
[User 1 | 2026-04-13 05:14] Sleep Phase=REM   Temp=19.01°C, Pres=1, HR=70.85bpm, Vib=0.0060g | Phase=DAY | MQTT[L=50, F=OFF, H=OFF]
[User 1 | 2026-04-13 05:15] Sleep Phase=REM   Temp=19.01°C, Pres=1, HR=71.15bpm, Vib=0.0047g | Phase=DAY | MQTT[L=50, F=OFF, H=OFF]
[User 1 | 2026-04-13 05:16] Sleep Phase=REM   Temp=19.00°C, Pres=1, HR=64.33bpm, Vib=0.0039g | Phase=DAY | MQTT[L=50, F=OFF, H=OFF]
[User 1 | 2026-04-13 05:17] Sleep Phase=REM   Temp=18.99°C, Pres=1, HR=71.14bpm, Vib=0.0058g | Phase=DAY | MQTT[L=50, F=OFF, H=OFF]
[User 1 | 2026-04-13 05:18] Sleep Phase=REM   Temp=18.98°C, Pres=1, HR=66.00bpm, Vib=0.0056g | Phase=DAY | MQTT[L=50, F=OFF, H=OFF]
[User 1 | 2026-04-13 05:19] Sleep Phase=REM   Temp=18.97°C, Pres=1, HR=60.98bpm, Vib=0.0034g | Phase=DAY | MQTT[L=50, F=OFF, H=OFF]
[User 1 | 2026-04-13 05:20] Sleep Phase=REM   Temp=18.96°C, Pres=1, HR=71.44bpm, Vib=0.0050g | Phase=DAY | MQTT[L=50, F=OFF, H=OFF]
[User 1 | 2026-04-13 05:21] Sleep Phase=REM   Temp=18.96°C, Pres=1, HR=70.43bpm, Vib=0.0060g | Phase=DAY | MQTT[L=50, F=OFF, H=OFF]
[User 1 | 2026-04-13 05:22] Sleep Phase=REM   Temp=18.95°C, Pres=1, HR=72.33bpm, Vib=0.0047g | Phase=DAY | MQTT[L=50, F=OFF, H=OFF]
[User 1 | 2026-04-13 05:23] Sleep Phase=REM   Temp=18.94°C, Pres=1, HR=63.55bpm, Vib=0.0039g | Phase=DAY | MQTT[L=50, F=OFF, H=OFF]
[User 1 | 2026-04-13 05:24] Sleep Phase=REM   Temp=18.93°C, Pres=1, HR=63.67bpm, Vib=0.0058g | Phase=DAY | MQTT[L=50, F=OFF, H=OFF]
[User 1 | 2026-04-13 05:25] Sleep Phase=REM   Temp=18.92°C, Pres=1, HR=66.63bpm, Vib=0.0056g | Phase=DAY | MQTT[L=50, F=OFF, H=OFF]
[User 1 | 2026-04-13 05:26] Sleep Phase=REM   Temp=18.91°C, Pres=1, HR=66.87bpm, Vib=0.0034g | Phase=DAY | MQTT[L=50, F=OFF, H=OFF]
[User 1 | 2026-04-13 05:27] Sleep Phase=REM   Temp=18.91°C, Pres=1, HR=70.25bpm, Vib=0.0051g | Phase=DAY | MQTT[L=50, F=OFF, H=OFF]
[User 1 | 2026-04-13 05:28] Sleep Phase=REM   Temp=18.90°C, Pres=1, HR=68.39bpm, Vib=0.0060g | Phase=DAY | MQTT[L=50, F=OFF, H=OFF]
[User 1 | 2026-04-13 05:29] Sleep Phase=REM   Temp=18.89°C, Pres=1, HR=74.89bpm, Vib=0.0046g | Phase=DAY | MQTT[L=50, F=OFF, H=OFF]
[User 1 | 2026-04-13 05:30] Sleep Phase=LIGHT Temp=18.88°C, Pres=1, HR=63.39bpm, Vib=0.0046g | Phase=DAY | MQTT[L=50, F=OFF, H=OFF]
[User 1 | 2026-04-13 05:31] Sleep Phase=LIGHT Temp=18.87°C, Pres=1, HR=60.14bpm, Vib=0.0046g | Phase=DAY | MQTT[L=50, F=OFF, H=OFF]
[User 1 | 2026-04-13 05:32] Sleep Phase=LIGHT Temp=18.86°C, Pres=1, HR=59.54bpm, Vib=0.0057g | Phase=DAY | MQTT[L=50, F=OFF, H=OFF]
[User 1 | 2026-04-13 05:33] Sleep Phase=LIGHT Temp=18.86°C, Pres=1, HR=61.41bpm, Vib=0.0065g | Phase=DAY | MQTT[L=50, F=OFF, H=OFF]
[User 1 | 2026-04-13 05:34] Sleep Phase=LIGHT Temp=18.85°C, Pres=1, HR=57.81bpm, Vib=0.0070g | Phase=DAY | MQTT[L=50, F=OFF, H=OFF]
[User 1 | 2026-04-13 05:35] Sleep Phase=LIGHT Temp=18.84°C, Pres=1, HR=62.57bpm, Vib=0.0069g | Phase=DAY | MQTT[L=50, F=OFF, H=OFF]
[User 1 | 2026-04-13 05:36] Sleep Phase=LIGHT Temp=18.83°C, Pres=1, HR=64.71bpm, Vib=0.0064g | Phase=DAY | MQTT[L=50, F=OFF, H=OFF]
[User 1 | 2026-04-13 05:37] Sleep Phase=LIGHT Temp=18.82°C, Pres=1, HR=61.75bpm, Vib=0.0056g | Phase=DAY | MQTT[L=50, F=OFF, H=OFF]
[User 1 | 2026-04-13 05:38] Sleep Phase=LIGHT Temp=18.81°C, Pres=1, HR=58.93bpm, Vib=0.0044g | Phase=DAY | MQTT[L=50, F=OFF, H=OFF]
[User 1 | 2026-04-13 05:39] Sleep Phase=LIGHT Temp=18.81°C, Pres=1, HR=58.22bpm, Vib=0.0048g | Phase=DAY | MQTT[L=50, F=OFF, H=OFF]
[User 1 | 2026-04-13 05:40] Sleep Phase=LIGHT Temp=18.80°C, Pres=1, HR=62.26bpm, Vib=0.0058g | Phase=DAY | MQTT[L=50, F=OFF, H=OFF]
[User 1 | 2026-04-13 05:41] Sleep Phase=LIGHT Temp=18.79°C, Pres=1, HR=59.59bpm, Vib=0.0066g | Phase=DAY | MQTT[L=50, F=OFF, H=OFF]
[User 1 | 2026-04-13 05:42] Sleep Phase=LIGHT Temp=18.78°C, Pres=1, HR=59.34bpm, Vib=0.0070g | Phase=DAY | MQTT[L=50, F=OFF, H=OFF]
[User 1 | 2026-04-13 05:43] Sleep Phase=LIGHT Temp=18.77°C, Pres=1, HR=59.27bpm, Vib=0.0069g | Phase=DAY | MQTT[L=50, F=OFF, H=OFF]
[User 1 | 2026-04-13 05:44] Sleep Phase=LIGHT Temp=18.76°C, Pres=1, HR=65.61bpm, Vib=0.0063g | Phase=DAY | MQTT[L=50, F=OFF, H=OFF]
[User 1 | 2026-04-13 05:45] Sleep Phase=LIGHT Temp=18.76°C, Pres=1, HR=63.43bpm, Vib=0.0054g | Phase=DAY | MQTT[L=50, F=OFF, H=OFF]
[User 1 | 2026-04-13 05:46] Sleep Phase=LIGHT Temp=18.75°C, Pres=1, HR=62.13bpm, Vib=0.0043g | Phase=DAY | MQTT[L=50, F=OFF, H=OFF]
[User 1 | 2026-04-13 05:47] Sleep Phase=LIGHT Temp=18.74°C, Pres=1, HR=60.66bpm, Vib=0.0049g | Phase=DAY | MQTT[L=50, F=OFF, H=OFF]
[User 1 | 2026-04-13 05:48] Sleep Phase=LIGHT Temp=18.73°C, Pres=1, HR=63.17bpm, Vib=0.0060g | Phase=DAY | MQTT[L=50, F=OFF, H=OFF]
[User 1 | 2026-04-13 05:49] Sleep Phase=LIGHT Temp=18.72°C, Pres=1, HR=66.81bpm, Vib=0.0067g | Phase=DAY | MQTT[L=50, F=OFF, H=OFF]
[User 1 | 2026-04-13 05:50] Sleep Phase=LIGHT Temp=18.71°C, Pres=1, HR=65.95bpm, Vib=0.0070g | Phase=DAY | MQTT[L=50, F=OFF, H=OFF]
[User 1 | 2026-04-13 05:51] Sleep Phase=LIGHT Temp=18.71°C, Pres=1, HR=64.84bpm, Vib=0.0068g | Phase=DAY | MQTT[L=50, F=OFF, H=OFF]
[User 1 | 2026-04-13 05:52] Sleep Phase=LIGHT Temp=18.70°C, Pres=1, HR=59.40bpm, Vib=0.0062g | Phase=DAY | MQTT[L=50, F=OFF, H=OFF]
[User 1 | 2026-04-13 05:53] Sleep Phase=LIGHT Temp=18.69°C, Pres=1, HR=65.76bpm, Vib=0.0052g | Phase=DAY | MQTT[L=50, F=OFF, H=OFF]
[User 1 | 2026-04-13 05:54] Sleep Phase=LIGHT Temp=18.68°C, Pres=1, HR=64.62bpm, Vib=0.0041g | Phase=DAY | MQTT[L=50, F=OFF, H=OFF]
[User 1 | 2026-04-13 05:55] Sleep Phase=LIGHT Temp=18.67°C, Pres=1, HR=59.69bpm, Vib=0.0051g | Phase=DAY | MQTT[L=50, F=OFF, H=OFF]
[User 1 | 2026-04-13 05:56] Sleep Phase=LIGHT Temp=18.66°C, Pres=1, HR=62.32bpm, Vib=0.0061g | Phase=DAY | MQTT[L=50, F=OFF, H=OFF]
[User 1 | 2026-04-13 05:57] Sleep Phase=LIGHT Temp=18.66°C, Pres=1, HR=64.79bpm, Vib=0.0068g | Phase=DAY | MQTT[L=50, F=OFF, H=OFF]
[User 1 | 2026-04-13 05:58] Sleep Phase=LIGHT Temp=18.65°C, Pres=1, HR=62.66bpm, Vib=0.0070g | Phase=DAY | MQTT[L=50, F=OFF, H=OFF]
[User 1 | 2026-04-13 05:59] Sleep Phase=LIGHT Temp=18.64°C, Pres=1, HR=57.37bpm, Vib=0.0068g | Phase=DAY | MQTT[L=50, F=OFF, H=OFF]
[User 1 | 2026-04-13 06:00] Sleep Phase=LIGHT Temp=18.63°C, Pres=1, HR=61.56bpm, Vib=0.0061g | Phase=DAY | MQTT[L=50, F=OFF, H=OFF]
[User 1 | 2026-04-13 06:01] Sleep Phase=LIGHT Temp=18.62°C, Pres=1, HR=61.69bpm, Vib=0.0051g | Phase=DAY | MQTT[L=50, F=OFF, H=OFF]
[User 1 | 2026-04-13 06:02] Sleep Phase=LIGHT Temp=18.61°C, Pres=1, HR=60.28bpm, Vib=0.0041g | Phase=DAY | MQTT[L=50, F=OFF, H=OFF]
[User 1 | 2026-04-13 06:03] Sleep Phase=LIGHT Temp=18.61°C, Pres=1, HR=62.85bpm, Vib=0.0053g | Phase=DAY | MQTT[L=50, F=OFF, H=OFF]
[User 1 | 2026-04-13 06:04] Sleep Phase=LIGHT Temp=18.60°C, Pres=1, HR=58.29bpm, Vib=0.0062g | Phase=DAY | MQTT[L=50, F=OFF, H=OFF]
[User 1 | 2026-04-13 06:05] Sleep Phase=LIGHT Temp=18.59°C, Pres=1, HR=60.80bpm, Vib=0.0068g | Phase=DAY | MQTT[L=50, F=OFF, H=OFF]
[User 1 | 2026-04-13 06:06] Sleep Phase=LIGHT Temp=18.58°C, Pres=1, HR=59.28bpm, Vib=0.0070g | Phase=DAY | MQTT[L=50, F=OFF, H=OFF]
[User 1 | 2026-04-13 06:07] Sleep Phase=LIGHT Temp=18.57°C, Pres=1, HR=61.54bpm, Vib=0.0067g | Phase=DAY | MQTT[L=50, F=OFF, H=OFF]
[User 1 | 2026-04-13 06:08] Sleep Phase=LIGHT Temp=18.56°C, Pres=1, HR=62.83bpm, Vib=0.0060g | Phase=DAY | MQTT[L=50, F=OFF, H=OFF]
[User 1 | 2026-04-13 06:09] Sleep Phase=LIGHT Temp=18.56°C, Pres=1, HR=65.52bpm, Vib=0.0049g | Phase=DAY | MQTT[L=50, F=OFF, H=OFF]
[User 1 | 2026-04-13 06:10] Sleep Phase=LIGHT Temp=18.55°C, Pres=1, HR=61.27bpm, Vib=0.0043g | Phase=DAY | MQTT[L=50, F=OFF, H=OFF]
[User 1 | 2026-04-13 06:11] Sleep Phase=LIGHT Temp=18.54°C, Pres=1, HR=64.96bpm, Vib=0.0054g | Phase=DAY | MQTT[L=50, F=OFF, H=OFF]
[User 1 | 2026-04-13 06:12] Sleep Phase=LIGHT Temp=18.53°C, Pres=1, HR=61.22bpm, Vib=0.0063g | Phase=DAY | MQTT[L=50, F=OFF, H=OFF]
[User 1 | 2026-04-13 06:13] Sleep Phase=LIGHT Temp=18.52°C, Pres=1, HR=64.40bpm, Vib=0.0069g | Phase=DAY | MQTT[L=50, F=OFF, H=OFF]
[User 1 | 2026-04-13 06:14] Sleep Phase=LIGHT Temp=18.51°C, Pres=1, HR=61.12bpm, Vib=0.0070g | Phase=DAY | MQTT[L=50, F=OFF, H=OFF]
[User 1 | 2026-04-13 06:15] Sleep Phase=LIGHT Temp=18.51°C, Pres=1, HR=60.34bpm, Vib=0.0066g | Phase=DAY | MQTT[L=50, F=OFF, H=OFF]
[User 1 | 2026-04-13 06:16] Sleep Phase=LIGHT Temp=18.50°C, Pres=1, HR=64.83bpm, Vib=0.0058g | Phase=DAY | MQTT[L=50, F=OFF, H=OFF]
[User 1 | 2026-04-13 06:17] Sleep Phase=LIGHT Temp=18.49°C, Pres=1, HR=58.45bpm, Vib=0.0048g | Phase=DAY | MQTT[L=50, F=OFF, H=OFF]
[User 1 | 2026-04-13 06:18] Sleep Phase=LIGHT Temp=18.48°C, Pres=1, HR=60.95bpm, Vib=0.0044g | Phase=DAY | MQTT[L=50, F=OFF, H=OFF]
[User 1 | 2026-04-13 06:19] Sleep Phase=LIGHT Temp=18.47°C, Pres=1, HR=61.07bpm, Vib=0.0056g | Phase=DAY | MQTT[L=50, F=OFF, H=OFF]
[User 1 | 2026-04-13 06:20] Sleep Phase=REM   Temp=18.46°C, Pres=1, HR=62.52bpm, Vib=0.0059g | Phase=DAY | MQTT[L=50, F=OFF, H=OFF]
[User 1 | 2026-04-13 06:21] Sleep Phase=REM   Temp=18.46°C, Pres=1, HR=62.02bpm, Vib=0.0053g | Phase=DAY | MQTT[L=50, F=OFF, H=OFF]
[User 1 | 2026-04-13 06:22] Sleep Phase=REM   Temp=18.45°C, Pres=1, HR=71.13bpm, Vib=0.0030g | Phase=DAY | MQTT[L=50, F=OFF, H=OFF]
[User 1 | 2026-04-13 06:23] Sleep Phase=REM   Temp=18.44°C, Pres=1, HR=64.87bpm, Vib=0.0054g | Phase=DAY | MQTT[L=50, F=OFF, H=OFF]
[User 1 | 2026-04-13 06:24] Sleep Phase=REM   Temp=18.43°C, Pres=1, HR=66.89bpm, Vib=0.0059g | Phase=DAY | MQTT[L=50, F=OFF, H=OFF]
[User 1 | 2026-04-13 06:25] Sleep Phase=REM   Temp=18.42°C, Pres=1, HR=63.36bpm, Vib=0.0043g | Phase=DAY | MQTT[L=50, F=OFF, H=OFF]
[User 1 | 2026-04-13 06:26] Sleep Phase=REM   Temp=18.41°C, Pres=1, HR=65.90bpm, Vib=0.0043g | Phase=DAY | MQTT[L=50, F=OFF, H=OFF]
[User 1 | 2026-04-13 06:27] Sleep Phase=REM   Temp=18.41°C, Pres=1, HR=63.03bpm, Vib=0.0059g | Phase=DAY | MQTT[L=50, F=OFF, H=OFF]
[User 1 | 2026-04-13 06:28] Sleep Phase=REM   Temp=18.40°C, Pres=1, HR=69.39bpm, Vib=0.0053g | Phase=DAY | MQTT[L=50, F=OFF, H=OFF]
[User 1 | 2026-04-13 06:29] Sleep Phase=REM   Temp=18.39°C, Pres=1, HR=75.10bpm, Vib=0.0031g | Phase=DAY | MQTT[L=50, F=OFF, H=OFF]
[User 1 | 2026-04-13 06:30] Sleep Phase=REM   Temp=18.38°C, Pres=1, HR=74.17bpm, Vib=0.0054g | Phase=DAY | MQTT[L=50, F=OFF, H=OFF]
[User 1 | 2026-04-13 06:31] Sleep Phase=REM   Temp=18.37°C, Pres=1, HR=69.25bpm, Vib=0.0059g | Phase=DAY | MQTT[L=50, F=OFF, H=OFF]
[User 1 | 2026-04-13 06:32] Sleep Phase=REM   Temp=18.36°C, Pres=1, HR=66.45bpm, Vib=0.0042g | Phase=DAY | MQTT[L=50, F=OFF, H=OFF]
[User 1 | 2026-04-13 06:33] Sleep Phase=REM   Temp=18.36°C, Pres=1, HR=75.15bpm, Vib=0.0044g | Phase=DAY | MQTT[L=50, F=OFF, H=OFF]
[User 1 | 2026-04-13 06:34] Sleep Phase=REM   Temp=18.35°C, Pres=1, HR=64.21bpm, Vib=0.0059g | Phase=DAY | MQTT[L=50, F=OFF, H=OFF]
[User 1 | 2026-04-13 06:35] Sleep Phase=REM   Temp=18.34°C, Pres=1, HR=68.69bpm, Vib=0.0053g | Phase=DAY | MQTT[L=50, F=OFF, H=OFF]
[User 1 | 2026-04-13 06:36] Sleep Phase=REM   Temp=18.33°C, Pres=1, HR=63.44bpm, Vib=0.0031g | Phase=DAY | MQTT[L=50, F=OFF, H=OFF]
